175.633	74.9
175.959	74.0
176.286	73.0
176.612	74.4
176.939	74.6
177.265	75.8
177.592	76.3
177.919	74.5
178.245	75.0
178.572	77.0
178.899	71.3
179.226	77.7
179.553	76.0
179.879	79.6
180.206	73.7
180.533	74.9
180.860	77.9
181.187	76.4
181.514	76.0
181.841	76.3
182.168	77.7
182.496	75.7
182.823	78.5
183.150	75.4
183.477	77.1
183.805	75.8
184.132	79.1
184.459	76.7
184.787	75.7
185.114	77.0
185.442	77.4
185.769	78.5
186.097	79.1
186.424	81.8
186.752	81.3
187.079	83.0
187.407	79.3
187.735	80.2
188.063	77.7
188.390	81.2
188.718	77.7
189.046	78.6
189.374	78.4
189.702	80.4
190.030	79.7
190.358	78.9
190.686	77.6
191.014	77.0
191.342	80.8
191.670	77.7
191.999	79.1
192.327	79.3
192.655	78.7
192.983	80.4
193.312	82.8
193.640	81.8
193.968	80.7
194.297	79.3
194.625	80.1
194.954	80.1
195.282	82.0
195.611	83.8
195.940	83.6
196.268	80.4
196.597	81.3
196.926	84.3
197.254	81.6
197.583	82.2
197.912	85.1
198.241	82.2
198.570	80.0
198.899	81.6
199.228	81.2
199.557	78.1
199.886	80.2
200.215	78.5
200.544	81.1
200.873	83.3
201.202	81.5
201.531	79.4
201.861	84.6
202.190	84.5
202.519	82.0
202.849	82.8
203.178	82.5
203.507	86.0
203.837	83.5
204.166	83.7
204.496	83.5
204.826	84.6
205.155	82.0
205.485	84.0
205.814	85.1
206.144	83.9
206.474	85.5
206.804	82.3
207.133	83.0
207.463	84.5
207.793	83.9
208.123	85.6
208.453	88.2
208.783	85.3
209.113	82.2
209.443	87.4
209.773	84.0
210.103	85.2
210.433	84.4
210.764	84.0
211.094	83.5
211.424	85.2
211.754	83.9
212.085	83.4
212.415	88.4
212.746	82.0
213.076	79.9
213.407	82.2
213.737	84.8
214.068	84.7
214.398	85.4
214.729	84.1
215.059	80.3
215.390	84.0
215.721	80.6
216.052	81.2
216.382	82.6
216.713	80.3
217.044	83.4
217.375	83.8
217.706	80.5
218.037	82.7
218.368	80.7
218.699	83.9
219.030	83.1
219.361	82.6
219.692	83.5
220.023	83.8
220.355	81.1
220.686	84.2
221.017	83.5
221.348	82.0
221.680	81.6
222.011	83.1
222.343	81.9
222.674	83.2
223.006	85.2
223.337	87.4
223.669	83.1
224.000	83.3
224.332	83.2
224.663	84.9
224.995	82.8
225.327	85.6
225.659	82.1
225.990	85.5
226.322	84.1
226.654	87.3
226.986	85.6
227.318	87.0
227.650	86.8
227.982	87.2
228.314	83.8
228.646	85.1
228.978	81.7
229.310	85.2
229.642	86.3
229.975	85.2
230.307	82.6
230.639	85.2
230.972	83.0
231.304	85.0
231.636	84.1
231.969	83.0
232.301	84.3
232.634	83.8
232.966	84.0
233.299	85.8
233.631	86.2
233.964	85.4
234.297	84.8
234.629	84.0
234.962	83.2
235.295	85.9
235.628	84.4
235.960	85.8
236.293	86.0
236.626	84.4
236.959	85.5
237.292	86.8
237.625	85.7
237.958	87.1
238.291	87.2
238.624	86.8
238.957	86.2
239.291	86.0
239.624	84.4
239.957	86.1
240.290	84.3
240.624	85.0
240.957	85.4
241.290	85.2
241.624	85.9
241.957	82.7
242.291	86.5
242.624	85.0
242.958	86.5
243.291	88.3
243.625	87.4
243.959	88.7
244.292	89.1
244.626	88.9
244.960	87.7
245.293	85.6
245.627	84.5
245.961	87.4
246.295	86.9
246.629	88.7
246.963	84.2
247.297	86.8
247.631	86.8
247.965	84.9
248.299	85.6
248.633	83.2
248.967	86.4
249.302	85.4
249.636	85.4
249.970	85.8
250.304	85.2
250.639	84.0
250.973	85.4
251.307	85.8
251.642	87.4
251.976	90.1
252.311	86.2
252.645	85.7
252.980	89.3
253.314	88.8
253.649	88.6
253.984	85.5
254.318	86.1
254.653	88.0
254.988	87.0
255.323	85.9
255.658	85.1
255.992	87.7
256.327	86.8
256.662	86.5
256.997	84.6
257.332	86.2
257.667	84.5
258.002	86.9
258.338	83.1
258.673	88.1
259.008	84.8
259.343	88.2
259.678	84.4
260.014	87.6
260.349	85.2
260.684	88.0
261.020	85.3
261.355	87.0
261.690	85.7
262.026	90.0
262.361	84.5
262.697	86.6
263.032	85.0
263.368	87.8
263.704	86.4
264.039	87.7
264.375	85.1
264.711	87.9
265.047	83.1
265.382	86.4
265.718	91.0
266.054	88.2
266.390	89.8
266.726	87.8
267.062	88.8
267.398	88.2
267.734	86.3
268.070	87.4
268.406	88.0
268.742	87.5
269.079	88.0
269.415	91.3
269.751	87.8
270.087	87.9
270.424	86.0
270.760	89.0
271.096	86.3
