175.633	74.0
175.959	72.9
176.286	73.1
176.612	73.7
176.939	73.5
177.265	76.0
177.592	75.3
177.919	73.8
178.245	75.9
178.572	76.3
178.899	71.8
179.226	76.5
179.553	77.0
179.879	75.5
180.206	74.9
180.533	73.4
180.860	76.0
181.187	76.1
181.514	74.8
181.841	76.5
182.168	77.3
182.496	74.9
182.823	77.9
183.150	74.5
183.477	76.2
183.805	77.3
184.132	78.3
184.459	76.7
184.787	75.7
185.114	78.1
185.442	78.7
185.769	77.8
186.097	78.3
186.424	81.5
186.752	79.9
187.079	81.1
187.407	78.4
187.735	80.6
188.063	77.8
188.390	78.9
188.718	78.2
189.046	76.9
189.374	77.6
189.702	79.3
190.030	79.1
190.358	77.8
190.686	75.6
191.014	76.7
191.342	79.6
191.670	76.9
191.999	79.6
192.327	77.7
192.655	79.4
192.983	80.9
193.312	82.1
193.640	81.0
193.968	80.0
194.297	78.9
194.625	78.6
194.954	79.5
195.282	81.4
195.611	82.9
195.940	83.3
196.268	79.9
196.597	81.0
196.926	83.2
197.254	81.9
197.583	82.4
197.912	83.7
198.241	81.9
198.570	78.7
198.899	80.8
199.228	82.3
199.557	77.9
199.886	80.9
200.215	78.3
200.544	82.2
200.873	82.5
201.202	82.4
201.531	78.6
201.861	84.0
202.190	83.0
202.519	82.7
202.849	81.3
203.178	81.0
203.507	85.7
203.837	83.2
204.166	83.4
204.496	83.8
204.826	85.0
205.155	82.3
205.485	85.3
205.814	86.2
206.144	83.8
206.474	85.5
206.804	82.9
207.133	82.0
207.463	84.2
207.793	84.1
208.123	86.4
208.453	87.5
208.783	83.8
209.113	83.7
209.443	86.4
209.773	84.1
210.103	84.7
210.433	85.1
210.764	84.1
211.094	83.7
211.424	85.0
211.754	84.8
212.085	85.0
212.415	88.2
212.746	78.9
213.076	80.0
213.407	80.6
213.737	86.0
214.068	84.2
214.398	86.0
214.729	84.2
215.059	80.9
215.390	84.3
215.721	79.0
216.052	81.0
216.382	81.9
216.713	80.1
217.044	82.5
217.375	83.0
217.706	81.2
218.037	82.1
218.368	81.2
218.699	83.3
219.030	82.1
219.361	83.1
219.692	83.1
220.023	83.3
220.355	83.8
220.686	84.3
221.017	82.7
221.348	82.1
221.680	81.0
222.011	82.2
222.343	81.6
222.674	83.5
223.006	86.3
223.337	87.4
223.669	83.9
224.000	82.3
224.332	83.4
224.663	83.8
224.995	83.5
225.327	84.5
225.659	82.2
225.990	85.2
226.322	84.9
226.654	84.7
226.986	85.6
227.318	86.8
227.650	87.1
227.982	85.7
228.314	82.3
228.646	86.0
228.978	83.6
229.310	86.8
229.642	86.7
229.975	85.0
230.307	82.8
230.639	83.3
230.972	83.8
231.304	84.7
231.636	84.0
231.969	85.3
232.301	83.5
232.634	82.6
232.966	83.8
233.299	85.4
233.631	87.2
233.964	86.0
234.297	87.3
234.629	84.9
234.962	82.9
235.295	87.6
235.628	84.5
235.960	85.2
236.293	86.1
236.626	85.2
236.959	86.5
237.292	87.6
237.625	84.5
237.958	88.7
238.291	85.1
238.624	87.1
238.957	85.0
239.291	86.0
239.624	85.0
239.957	86.6
240.290	84.3
240.624	88.0
240.957	85.5
241.290	84.6
241.624	87.4
241.957	84.2
242.291	86.6
242.624	85.3
242.958	86.4
243.291	86.9
243.625	86.5
243.959	89.1
244.292	89.1
244.626	88.8
244.960	87.2
245.293	84.5
245.627	85.3
245.961	88.0
246.295	86.9
246.629	91.2
246.963	83.9
247.297	86.9
247.631	85.8
247.965	84.9
248.299	86.2
248.633	85.7
248.967	86.8
249.302	85.4
249.636	85.8
249.970	86.1
250.304	85.1
250.639	85.2
250.973	85.6
251.307	88.1
251.642	87.5
251.976	90.6
252.311	86.5
252.645	88.5
252.980	89.2
253.314	88.1
253.649	87.8
253.984	85.2
254.318	85.2
254.653	87.7
254.988	87.8
255.323	85.6
255.658	85.7
255.992	87.9
256.327	86.8
256.662	86.5
256.997	84.8
257.332	86.2
257.667	84.9
258.002	87.5
258.338	86.4
258.673	86.7
259.008	84.0
259.343	88.5
259.678	85.0
260.014	86.9
260.349	85.0
260.684	87.5
261.020	86.5
261.355	87.6
261.690	85.7
262.026	90.6
262.361	84.7
262.697	86.4
263.032	85.2
263.368	88.1
263.704	86.8
264.039	88.5
264.375	85.6
264.711	87.3
265.047	83.0
265.382	85.9
265.718	90.6
266.054	85.9
266.390	90.1
266.726	88.1
267.062	88.2
267.398	88.4
267.734	85.9
268.070	87.9
268.406	88.8
268.742	87.5
269.079	87.8
269.415	90.1
269.751	87.5
270.087	87.1
270.424	86.6
270.760	88.3
271.096	82.9
271.433	86.1
271.769	86.7
272.106	87.8
272.442	85.5
272.779	89.9
273.115	86.9
273.452	87.7
273.789	89.7
274.125	84.5
274.462	86.9
274.799	88.0
275.135	89.2
275.472	86.4
275.809	85.5
276.146	88.2
276.483	87.7
276.820	87.8
277.157	87.8
277.494	86.5
277.831	86.9
278.168	86.8
278.505	85.6
278.842	86.3
279.179	85.0
279.516	89.9
279.854	86.7
280.191	87.8
280.528	85.9
280.866	86.1
281.203	87.4
281.540	88.4
281.878	87.3
282.215	87.2
282.553	88.1
282.890	87.9
283.228	87.5
283.566	90.5
283.903	90.2
284.241	89.9
284.579	89.8
284.916	89.4
285.254	87.5
285.592	88.2
285.930	88.9
286.268	90.4
286.605	87.8
286.943	91.3
287.281	90.6
287.619	89.1
287.957	84.7
288.295	89.5
288.633	86.9
288.972	88.9
289.310	88.4
289.648	89.8
289.986	91.5
290.324	91.0
290.663	88.8
291.001	89.5
291.339	89.9
291.678	90.7
292.016	87.2
292.355	88.1
292.693	88.6
293.032	88.7
293.370	88.3
293.709	88.0
294.047	88.3
294.386	87.1
294.725	86.6
295.063	89.0
295.402	88.6
295.741	87.6
296.080	86.7
296.419	89.4
296.758	89.8
297.096	88.3
297.435	86.0
297.774	89.6
298.113	91.2
298.452	90.8
298.791	90.5
299.131	91.2
299.470	89.1
299.809	91.9
300.148	88.9
300.487	89.6
300.827	90.0
301.166	88.2
301.505	90.5
301.845	90.3
302.184	87.7
302.523	89.0
302.863	88.0
303.202	89.7
303.542	86.9
303.881	89.0
304.221	89.6
304.561	91.7
304.900	89.2
305.240	92.3
305.580	91.4
305.920	89.9
306.259	89.2
306.599	90.7
306.939	89.2
307.279	89.9
307.619	91.0
307.959	91.0
308.299	88.5
308.639	89.0
308.979	91.2
309.319	88.5
309.659	89.3
309.999	88.6
310.339	90.3
310.679	92.0
311.020	90.2
311.360	90.3
311.700	89.1
312.041	86.6
312.381	88.9
312.721	88.6
313.062	89.7
313.402	89.9
313.743	85.9
314.083	90.7
314.424	85.4
314.764	88.1
315.105	89.1
315.446	88.2
315.786	87.1
316.127	87.9
316.468	87.2
316.809	90.9
317.149	88.3
317.490	88.6
317.831	87.8
318.172	88.8
318.513	90.0
318.854	89.6
319.195	87.8
319.536	90.1
319.877	91.1
320.218	92.7
320.559	91.6
320.901	89.4
321.242	87.3
321.583	88.5
321.924	90.7
322.266	89.7
322.607	89.3
322.948	90.1
323.290	91.3
323.631	93.6
323.972	91.9
324.314	90.9
324.655	91.1
324.997	91.0
325.339	92.6
325.680	92.0
326.022	88.7
326.364	89.7
326.705	90.2
327.047	91.4
327.389	86.4
327.731	88.8
328.072	87.7
328.414	88.8
328.756	89.1
329.098	88.8
329.440	89.9
329.782	89.8
330.124	88.6
330.466	89.7
330.808	92.9
331.150	90.7
331.492	85.8
331.835	90.5
332.177	89.6
332.519	89.3
332.861	87.6
333.204	86.9
333.546	84.7
333.888	87.4
334.231	86.0
334.573	86.5
334.916	88.6
335.258	88.2
335.601	89.3
335.943	87.8
336.286	86.1
336.628	87.1
336.971	87.1
337.314	90.7
337.657	90.3
337.999	92.3
338.342	90.9
338.685	89.1
339.028	91.4
339.371	90.0
339.714	88.3
340.056	90.9
340.399	87.2
340.742	87.6
341.085	85.8
341.429	85.9
341.772	90.5
342.115	85.7
342.458	88.8
342.801	89.3
343.144	85.6
343.488	88.2
343.831	89.3
344.174	88.1
344.517	89.2
344.861	90.1
345.204	93.1
345.548	88.0
345.891	90.1
346.235	88.3
346.578	85.9
346.922	87.3
347.265	87.6
347.609	87.4
347.953	87.2
348.296	87.7
348.640	89.1
348.984	88.5
349.328	89.6
349.671	92.1
350.015	88.5
350.359	88.7
350.703	89.0
351.047	90.0
351.391	87.4
351.735	86.5
352.079	86.2
352.423	85.5
352.767	89.2
353.111	89.8
353.455	88.2
353.800	86.3
354.144	88.4
354.488	88.1
354.832	89.2
355.177	88.1
355.521	86.6
355.865	87.6
356.210	88.2
356.554	89.9
356.899	91.8
