θ,ϕ_vec
-0.06981317007977318,-0.05370243852290245
-0.05235987755982989,-0.04027682889217683
-0.03490658503988659,-0.026851219261451224
-0.017453292519943292,-0.013425609630725612
0.0,0.0
0.017453292519943292,0.013425609630725612
0.0349065850398866,0.026851219261451224
0.05235987755982989,0.04027682889217683
0.06981317007977318,0.05370243852290245
